VALUES,ACTIONS,ARGUMENTS,DIALOGUE SUCCESS,CONSENSUS SUCCESS,DS0,DS1,DS2,DS3,DSCORE,CS0,CS1,CS2,CS3,CSCORE
10,8,98,155.0,0.69,0.326,0.05,0.304,0.336,0.69,337.0,0.028,0.126,0.172,0.326
10,8,100,163.0,0.674,0.328,0.054,0.288,0.332,0.674,336.0,0.028,0.144,0.156,0.328
10,8,102,154.0,0.692,0.34,0.056,0.276,0.36,0.692,330.0,0.036,0.14,0.164,0.34
10,8,104,154.0,0.692,0.368,0.06,0.254,0.378,0.692,316.0,0.034,0.144,0.19,0.368
10,8,106,131.0,0.738,0.36,0.05,0.304,0.384,0.738,320.0,0.026,0.154,0.18,0.36
10,8,108,151.0,0.698,0.346,0.062,0.292,0.344,0.698,327.0,0.034,0.152,0.16,0.346
10,8,110,152.0,0.696,0.352,0.086,0.29,0.32,0.696,324.0,0.05,0.15,0.152,0.352
10,8,112,135.0,0.73,0.366,0.07,0.304,0.356,0.73,317.0,0.038,0.162,0.166,0.366
10,8,114,151.0,0.698,0.358,0.05,0.306,0.342,0.698,321.0,0.036,0.168,0.154,0.358
10,8,116,145.0,0.71,0.35,0.068,0.294,0.348,0.71,325.0,0.042,0.148,0.16,0.35
10,8,118,149.0,0.702,0.35,0.068,0.278,0.356,0.702,325.0,0.03,0.174,0.146,0.35
10,8,120,154.0,0.692,0.368,0.056,0.278,0.358,0.692,316.0,0.04,0.158,0.17,0.368
10,8,122,146.0,0.708,0.326,0.076,0.322,0.31,0.708,337.0,0.038,0.152,0.136,0.326
10,8,124,130.0,0.74,0.396,0.08,0.318,0.342,0.74,302.0,0.042,0.196,0.158,0.396
10,8,126,160.0,0.68,0.348,0.074,0.276,0.33,0.68,326.0,0.044,0.158,0.146,0.348
10,8,128,125.0,0.75,0.37,0.062,0.302,0.386,0.75,315.0,0.036,0.148,0.186,0.37
10,8,130,150.0,0.7,0.408,0.106,0.264,0.33,0.7,296.0,0.06,0.178,0.17,0.408
10,8,132,135.0,0.73,0.384,0.068,0.328,0.334,0.73,308.0,0.036,0.176,0.172,0.384
10,8,134,143.0,0.714,0.352,0.072,0.3,0.342,0.714,324.0,0.042,0.156,0.154,0.352
10,8,136,132.0,0.736,0.402,0.086,0.308,0.342,0.736,299.0,0.056,0.172,0.174,0.402
10,8,138,129.0,0.742,0.406,0.086,0.328,0.328,0.742,297.0,0.062,0.182,0.162,0.406
10,8,140,163.0,0.674,0.392,0.056,0.26,0.358,0.674,304.0,0.052,0.17,0.17,0.392
10,8,142,140.0,0.72,0.412,0.078,0.318,0.324,0.72,294.0,0.062,0.196,0.154,0.412
10,8,144,135.0,0.73,0.406,0.082,0.308,0.34,0.73,297.0,0.056,0.186,0.164,0.406
10,8,146,143.0,0.714,0.382,0.086,0.308,0.32,0.714,309.0,0.052,0.166,0.164,0.382
10,8,148,159.0,0.682,0.358,0.086,0.286,0.31,0.682,321.0,0.06,0.166,0.132,0.358
10,8,150,144.0,0.712,0.406,0.088,0.324,0.3,0.712,297.0,0.064,0.182,0.16,0.406
10,8,152,166.0,0.668,0.366,0.1,0.268,0.3,0.668,317.0,0.072,0.134,0.16,0.366
10,8,154,157.0,0.686,0.36,0.072,0.3,0.314,0.686,320.0,0.036,0.168,0.156,0.36
10,8,156,142.0,0.716,0.414,0.108,0.298,0.31,0.716,293.0,0.086,0.19,0.138,0.414
10,8,158,152.0,0.696,0.358,0.084,0.318,0.294,0.696,321.0,0.046,0.178,0.134,0.358
10,8,160,151.0,0.698,0.37,0.102,0.334,0.262,0.698,315.0,0.062,0.208,0.1,0.37
10,10,2,170.0,0.66,0.018,0.0,0.05,0.61,0.66,491.0,0.0,0.0,0.018,0.018
10,10,4,118.0,0.764,0.046,0.022,0.206,0.536,0.764,477.0,0.0,0.014,0.032,0.046
10,10,6,149.0,0.702,0.068,0.016,0.256,0.43,0.702,466.0,0.0,0.014,0.054,0.068
10,10,8,150.0,0.7,0.096,0.036,0.324,0.34,0.7,452.0,0.002,0.04,0.054,0.096
10,10,10,157.0,0.686,0.076,0.028,0.272,0.386,0.686,462.0,0.0,0.016,0.06,0.076
10,10,12,181.0,0.638,0.094,0.03,0.276,0.332,0.638,453.0,0.0,0.04,0.054,0.094
10,10,14,187.0,0.626,0.14,0.048,0.274,0.304,0.626,430.0,0.002,0.046,0.092,0.14
10,10,16,211.0,0.578,0.122,0.054,0.252,0.272,0.578,439.0,0.008,0.05,0.064,0.122
10,10,18,215.0,0.57,0.118,0.034,0.266,0.27,0.57,441.0,0.008,0.06,0.05,0.118
10,10,20,220.0,0.56,0.13,0.058,0.228,0.274,0.56,435.0,0.006,0.048,0.076,0.13
10,10,22,214.0,0.572,0.138,0.048,0.218,0.306,0.572,431.0,0.006,0.044,0.088,0.138
10,10,24,216.0,0.568,0.146,0.036,0.26,0.272,0.568,427.0,0.014,0.066,0.066,0.146
10,10,26,230.0,0.54,0.158,0.04,0.254,0.246,0.54,421.0,0.014,0.078,0.066,0.158
10,10,28,220.0,0.56,0.18,0.032,0.232,0.296,0.56,410.0,0.008,0.078,0.094,0.18
10,10,30,225.0,0.55,0.152,0.048,0.212,0.29,0.55,424.0,0.004,0.064,0.084,0.152
10,10,32,244.0,0.512,0.138,0.028,0.18,0.304,0.512,431.0,0.016,0.042,0.08,0.138
10,10,34,234.0,0.532,0.204,0.038,0.214,0.28,0.532,398.0,0.006,0.098,0.1,0.204
10,10,36,209.0,0.582,0.178,0.036,0.216,0.33,0.582,411.0,0.004,0.072,0.102,0.178
10,10,38,229.0,0.542,0.19,0.028,0.216,0.298,0.542,405.0,0.014,0.058,0.118,0.19
10,10,40,209.0,0.582,0.182,0.028,0.222,0.332,0.582,409.0,0.006,0.082,0.094,0.182
10,10,42,216.0,0.568,0.188,0.032,0.204,0.332,0.568,406.0,0.012,0.074,0.102,0.188
10,10,44,211.0,0.578,0.206,0.036,0.218,0.324,0.578,397.0,0.008,0.066,0.132,0.206
10,10,46,209.0,0.582,0.228,0.034,0.226,0.322,0.582,386.0,0.016,0.084,0.128,0.228
10,10,48,226.0,0.548,0.184,0.036,0.216,0.296,0.548,408.0,0.012,0.078,0.094,0.184
10,10,50,228.0,0.544,0.184,0.032,0.214,0.298,0.544,408.0,0.006,0.082,0.096,0.184
10,10,52,211.0,0.578,0.186,0.032,0.204,0.342,0.578,407.0,0.004,0.068,0.114,0.186
10,10,54,215.0,0.57,0.2,0.044,0.212,0.314,0.57,400.0,0.02,0.082,0.098,0.2
10,10,56,194.0,0.612,0.226,0.036,0.214,0.362,0.612,387.0,0.014,0.076,0.136,0.226
10,10,58,209.0,0.582,0.206,0.032,0.24,0.31,0.582,397.0,0.01,0.076,0.12,0.206
10,10,60,180.0,0.64,0.258,0.024,0.238,0.378,0.64,371.0,0.01,0.084,0.164,0.258
10,10,62,208.0,0.584,0.242,0.028,0.214,0.342,0.584,379.0,0.006,0.082,0.154,0.242
10,10,64,191.0,0.618,0.264,0.034,0.222,0.362,0.618,368.0,0.01,0.092,0.162,0.264
10,10,66,172.0,0.656,0.262,0.038,0.228,0.39,0.656,369.0,0.016,0.082,0.164,0.262
10,10,68,165.0,0.67,0.266,0.036,0.23,0.404,0.67,367.0,0.012,0.098,0.156,0.266
10,10,70,192.0,0.616,0.258,0.03,0.224,0.362,0.616,371.0,0.012,0.078,0.168,0.258
10,10,72,191.0,0.618,0.28,0.042,0.218,0.358,0.618,360.0,0.026,0.094,0.16,0.28
10,10,74,181.0,0.638,0.268,0.024,0.236,0.378,0.638,366.0,0.014,0.094,0.16,0.268
10,10,76,168.0,0.664,0.282,0.028,0.268,0.368,0.664,359.0,0.016,0.124,0.142,0.282
10,10,78,186.0,0.628,0.3,0.028,0.222,0.378,0.628,350.0,0.02,0.114,0.166,0.3
10,10,80,162.0,0.676,0.288,0.038,0.188,0.45,0.676,356.0,0.02,0.076,0.192,0.288
10,10,82,185.0,0.63,0.284,0.038,0.244,0.348,0.63,358.0,0.016,0.13,0.138,0.284
10,10,84,154.0,0.692,0.298,0.03,0.208,0.454,0.692,351.0,0.016,0.088,0.194,0.298
10,10,86,165.0,0.67,0.306,0.036,0.238,0.396,0.67,347.0,0.018,0.112,0.176,0.306
10,10,88,161.0,0.678,0.31,0.03,0.27,0.378,0.678,345.0,0.016,0.114,0.18,0.31
10,10,90,152.0,0.696,0.298,0.04,0.22,0.436,0.696,351.0,0.02,0.096,0.182,0.298
10,10,92,180.0,0.64,0.298,0.036,0.22,0.384,0.64,351.0,0.024,0.092,0.182,0.298
10,10,94,158.0,0.684,0.28,0.04,0.26,0.384,0.684,360.0,0.008,0.106,0.166,0.28
10,10,96,149.0,0.702,0.326,0.04,0.24,0.422,0.702,337.0,0.012,0.128,0.186,0.326
10,10,98,157.0,0.686,0.304,0.038,0.26,0.388,0.686,348.0,0.018,0.114,0.172,0.304
10,10,100,159.0,0.682,0.304,0.04,0.23,0.412,0.682,348.0,0.028,0.108,0.168,0.304
10,10,102,141.0,0.718,0.322,0.04,0.288,0.39,0.718,339.0,0.028,0.114,0.18,0.322
10,10,104,145.0,0.71,0.342,0.048,0.282,0.38,0.71,329.0,0.028,0.154,0.16,0.342
10,10,106,156.0,0.688,0.318,0.042,0.266,0.38,0.688,341.0,0.028,0.124,0.166,0.318
10,10,108,130.0,0.74,0.35,0.048,0.26,0.432,0.74,325.0,0.028,0.13,0.192,0.35
10,10,110,147.0,0.706,0.32,0.048,0.276,0.382,0.706,340.0,0.032,0.12,0.168,0.32
10,10,112,139.0,0.722,0.348,0.048,0.254,0.42,0.722,326.0,0.03,0.14,0.178,0.348
10,10,114,157.0,0.686,0.306,0.05,0.252,0.384,0.686,347.0,0.026,0.13,0.15,0.306
10,10,116,156.0,0.688,0.334,0.046,0.254,0.388,0.688,333.0,0.028,0.134,0.172,0.334
10,10,118,165.0,0.67,0.314,0.036,0.262,0.372,0.67,343.0,0.024,0.146,0.144,0.314
10,10,120,139.0,0.722,0.346,0.048,0.306,0.368,0.722,327.0,0.026,0.158,0.162,0.346
10,10,122,137.0,0.726,0.37,0.058,0.302,0.366,0.726,315.0,0.038,0.17,0.162,0.37
10,10,124,142.0,0.716,0.35,0.062,0.248,0.406,0.716,325.0,0.03,0.122,0.198,0.35
10,10,126,134.0,0.732,0.394,0.074,0.278,0.38,0.732,303.0,0.044,0.16,0.19,0.394
10,10,128,132.0,0.736,0.376,0.072,0.266,0.398,0.736,312.0,0.05,0.138,0.188,0.376
10,10,130,131.0,0.738,0.388,0.068,0.272,0.398,0.738,306.0,0.048,0.172,0.168,0.388
10,10,132,113.0,0.774,0.408,0.062,0.3,0.412,0.774,296.0,0.03,0.172,0.206,0.408
10,10,134,115.0,0.77,0.422,0.074,0.304,0.392,0.77,289.0,0.05,0.176,0.196,0.422
10,10,136,137.0,0.726,0.34,0.064,0.264,0.398,0.726,330.0,0.028,0.142,0.17,0.34
10,10,138,123.0,0.754,0.37,0.072,0.276,0.406,0.754,315.0,0.034,0.138,0.198,0.37
10,10,140,117.0,0.766,0.418,0.066,0.312,0.388,0.766,291.0,0.04,0.192,0.186,0.418
10,10,142,122.0,0.756,0.444,0.082,0.306,0.368,0.756,278.0,0.048,0.204,0.192,0.444
10,10,144,107.0,0.786,0.408,0.078,0.308,0.4,0.786,296.0,0.05,0.178,0.18,0.408
10,10,146,131.0,0.738,0.402,0.064,0.31,0.364,0.738,299.0,0.05,0.168,0.184,0.402
10,10,148,132.0,0.736,0.412,0.046,0.31,0.38,0.736,294.0,0.036,0.184,0.192,0.412
10,10,150,122.0,0.756,0.464,0.08,0.276,0.4,0.756,268.0,0.058,0.21,0.196,0.464
10,10,152,128.0,0.744,0.39,0.05,0.302,0.392,0.744,305.0,0.03,0.172,0.188,0.39
10,10,154,104.0,0.792,0.446,0.086,0.314,0.392,0.792,277.0,0.06,0.192,0.194,0.446
10,10,156,102.0,0.796,0.446,0.096,0.322,0.378,0.796,277.0,0.056,0.202,0.188,0.446
10,10,158,128.0,0.744,0.418,0.07,0.294,0.38,0.744,291.0,0.048,0.178,0.192,0.418
10,10,160,119.0,0.762,0.434,0.08,0.316,0.366,0.762,283.0,0.066,0.194,0.174,0.434
10,10,162,116.0,0.768,0.466,0.066,0.322,0.38,0.768,267.0,0.054,0.21,0.202,0.466
10,10,164,110.0,0.78,0.398,0.088,0.302,0.39,0.78,301.0,0.052,0.164,0.182,0.398
10,10,166,111.0,0.778,0.472,0.108,0.284,0.386,0.778,264.0,0.064,0.212,0.196,0.472
10,10,168,128.0,0.744,0.414,0.082,0.274,0.388,0.744,293.0,0.06,0.176,0.178,0.414
10,10,170,128.0,0.744,0.404,0.09,0.302,0.352,0.744,298.0,0.066,0.192,0.146,0.404
10,10,172,118.0,0.764,0.45,0.094,0.32,0.35,0.764,275.0,0.082,0.188,0.18,0.45
10,10,174,123.0,0.754,0.464,0.102,0.296,0.356,0.754,268.0,0.07,0.186,0.208,0.464
10,10,176,128.0,0.744,0.444,0.1,0.29,0.354,0.744,278.0,0.08,0.188,0.176,0.444
10,10,178,119.0,0.762,0.458,0.1,0.322,0.34,0.762,271.0,0.076,0.194,0.188,0.458
10,10,180,118.0,0.764,0.42,0.08,0.298,0.386,0.764,290.0,0.044,0.2,0.176,0.42
10,10,182,122.0,0.756,0.496,0.086,0.322,0.348,0.756,252.0,0.086,0.216,0.194,0.496
10,10,184,103.0,0.794,0.446,0.11,0.302,0.382,0.794,277.0,0.072,0.186,0.188,0.446
10,10,186,103.0,0.794,0.494,0.11,0.338,0.346,0.794,253.0,0.09,0.228,0.176,0.494
10,10,188,111.0,0.778,0.44,0.108,0.348,0.322,0.778,280.0,0.076,0.214,0.15,0.44
10,10,190,106.0,0.788,0.454,0.118,0.306,0.364,0.788,273.0,0.09,0.194,0.17,0.454
10,10,192,113.0,0.774,0.446,0.092,0.35,0.332,0.774,277.0,0.07,0.216,0.16,0.446
10,10,194,140.0,0.72,0.422,0.07,0.34,0.31,0.72,289.0,0.046,0.208,0.168,0.422
10,10,196,106.0,0.788,0.454,0.116,0.32,0.352,0.788,273.0,0.092,0.198,0.164,0.454
10,10,198,113.0,0.774,0.474,0.118,0.35,0.306,0.774,263.0,0.104,0.206,0.164,0.474
10,10,200,118.0,0.764,0.464,0.116,0.338,0.31,0.764,268.0,0.07,0.236,0.158,0.464
